,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR Price,Country1,City1,Type_split,Fuel,Price_Category
2129,Motor Yacht,Fairline power boats,"Used boat,Diesel",2005,12.25,3.39,GRP,147,155000,Portugal , Vilamoura,Used boat,Diesel,High-priced
2132,Hardtop,Bavaria power boats,"Used boat,Unleaded",2013,11.95,3.99,GRP,65,155000,Turkey , Southern Turkey,Used boat,Unleaded,High-priced
2133,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,9.23,2.98,PVC,107,155000,France ," CANET EN ROUSSILLON, France",Used boat,Diesel,High-priced
2135,Motor Yacht,Princess power boats,"Used boat,Diesel",1999,15,4,GRP,163,155000,Croatia (Hrvatska) , Kvarner,Used boat,Diesel,High-priced
2136,Pilothouse,Nord Star power boats,"Used boat,Diesel",2012,9.3,3.1,PVC,118,155000,France ," Saint-Gilles-Croix-de-Vie, France",Used boat,Diesel,High-priced
2137,Hardtop,Sessa power boats,"Used boat,Diesel",2010,11.7,3.75,GRP,127,155000,Italy , Mar Tirreno,Used boat,Diesel,High-priced
2138,"Cabin Boat,Motor Yacht,Sport Boat",Princess power boats,"Used boat,Diesel",1998,12.65,3.8,GRP,302,155000,Netherlands , SÃ¼dholland ,Used boat,Diesel,High-priced
2139,Flybridge,Sealine power boats,"Used boat,Diesel",2002,14.26,4.3,GRP,206,155000,France , PACA ,Used boat,Diesel,High-priced
2140,Sport Boat,Apreamare power boats,"Used boat,Diesel",2001,10.7,3.93,GRP,145,155000,France , PACA,Used boat,Diesel,High-priced
2141,Motor Yacht,Princess power boats,Used boat,1988,15.88,4.87,GRP,152,155000,Croatia (Hrvatska) , onbekend,Used boat,Diesel,High-priced
2143,Flybridge,Astondoa power boats,"Used boat,Diesel",2003,13.9,4.3,GRP,99,159000,Croatia (Hrvatska),Unknown,Used boat,Diesel,High-priced
2144,Pilothouse,Rhea power boats,"Used boat,Diesel",2014,8,3.15,PVC,99,159000,France ," Saint-Gilles-Croix-de-Vie, France",Used boat,Diesel,High-priced
2145,Motor Yacht,Fairline power boats,"Used boat,Diesel",2008,12.13,3.64,GRP,151,159000,Spain , Mallorca ,Used boat,Diesel,High-priced
2146,Sport Boat,Cranchi power boats,"new boat from stock,Unleaded",2019,7.89,2.5,GRP,132,159000,Germany , Niedersachsen ,new boat from stock,Unleaded,High-priced
2148,Sport Boat,Sessa power boats,"Used boat,Diesel",2011,11.33,3.53,PVC,84,159000,United States ," Valencia, Ãtats-Unis",Used boat,Diesel,High-priced
2149,Motor Yacht,Valk power boats,Used boat,1993,14.25,4.2,Steel,66,159000,Netherlands , Amsterdam,Used boat,Diesel,High-priced
2151,Wakeboard/Wakesurf,Correct Craft power boats,"Used boat,Unleaded",2009,6.38,2.41,GRP,134,159000,Austria,Unknown,Used boat,Unleaded,High-priced
2152,Flybridge,Hatteras power boats,"Used boat,Diesel",1990,19.94,5.49,GRP,74,159000,Italy , Lignano,Used boat,Diesel,High-priced
2154,Pilothouse,Marina Brodersby power boats,"Used boat,Diesel",2015,7.93,2.4,GRP,99,159000,Germany , Norddeutschland,Used boat,Diesel,High-priced
2156,Motor Yacht,Wake power boats,"Used boat,Diesel",2011,12.5,4.25,GRP,87,159000,Italy , Mar Tirreno,Used boat,Diesel,High-priced
2157,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2004,14.02,4.3,GRP,72,159000,Netherlands , Ijsselmmeer,Used boat,Diesel,High-priced
2158,Sport Boat,Jeanneau power boats,"Used boat,Diesel",2018,9.23,2.98,PVC,69,159000,France ," LE LAvandou, France",Used boat,Diesel,High-priced
2160,Motor Yacht,Baia power boats,"Used boat,Diesel",2006,13.33,4.62,GRP,115,160000,Italy , Lazio ,Used boat,Diesel,High-priced
2162,Trawler,Hollandia power boats,"Used boat,Diesel",2012,11,3.7,Steel,130,160000,Germany , Berlin ,Used boat,Diesel,High-priced
2165,Hardtop,Bnteau power boats,Used boat,2013,10,3.35,PVC,71,160000,France ," Saint-Florent, France",Used boat,Diesel,High-priced
2166,Motor Yacht,ACM Dufour power boats,"Used boat,Diesel",2000,10.99,3.95,GRP,46,160000,Croatia (Hrvatska),Unknown,Used boat,Diesel,High-priced
2167,Fishing Boat,Portofino Marine power boats,"Used boat,Diesel",2010,9.48,3.54,GRP,39,160000,Italy , Sardegna ,Used boat,Diesel,High-priced
2169,Pilothouse,Portofino Marine power boats,"Used boat,Diesel",2011,11.47,3.54,GRP,45,160000,Italy , Mar Tirreno,Used boat,Diesel,High-priced
2170,Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2008,11.2,3.75,GRP,32,160000,Italy , Lazio ,Used boat,Diesel,High-priced
2171,Hardtop,Di Donna power boats,"Used boat,Diesel",2007,11.35,4.14,GRP,19,160000,Italy , Lazio ,Used boat,Diesel,High-priced
2173,Hardtop,Di Donna power boats,"Used boat,Diesel",2011,11.88,4,GRP,41,160000,Italy , Lazio ,Used boat,Diesel,High-priced
2175,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2005,14.45,4.1,GRP,94,165000,Italy , Aprilia Marittima,Used boat,Diesel,High-priced
2177,Center console boat,Rapsody power boats,Used boat,2019,9.05,2.62,GRP,79,165000,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
2178,Center console boat,Cantieri di Sarnico power boats,Used boat,2008,12.72,3.88,GRP,42,165000,Italy , Toscana ,Used boat,Diesel,High-priced
2180,Classic,Pedrazzini power boats,"Used boat,Unleaded",1972,8,2.8,Wood,204,165000,Germany , Lake Constance ,Used boat,Unleaded,High-priced
2181,Flybridge,Cranchi power boats,Used boat,2005,11.83,3.83,GRP,89,165000,Italy , Liguria ,Used boat,Unleaded,High-priced
2182,Flybridge,Grand Banks power boats,"Used boat,Diesel",1991,12.98,4.14,GRP,141,165000,Spain , Mallorca ,Used boat,Diesel,High-priced
2183,Sport Boat,Ventus power boats,Used boat,2013,9.3,2.65,Wood,34,165000,France,Unknown,Used boat,Diesel,High-priced
2184,Trawler,Aquanaut power boats,"Used boat,Diesel",1998,11.65,3.85,Steel,130,165000,Turkey , Marmaris,Used boat,Diesel,High-priced
2185,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2015,13.29,3.99,GRP,212,165000,Italy,Unknown,Used boat,Diesel,High-priced
2187,Motor Yacht,Tuccoli power boats,"Used boat,Unleaded",2018,9.13,3.04,GRP,51,165000,Italy , Toscana ,Used boat,Unleaded,High-priced
2190,Motor Yacht,Bnteau power boats,"Used boat,Diesel",2014,12.1,3.77,PVC,138,165000,Croatia (Hrvatska) , ZAGREB,Used boat,Diesel,High-priced
2191,House Boat,Katwijker power boats,"Used boat,Diesel",1910,23,4.8,Steel,222,169000,Germany , Oldenburg ,Used boat,Diesel,High-priced
2192,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2008,12.2,3.96,GRP,60,169000,Croatia (Hrvatska) , Split,Used boat,Diesel,High-priced
2195,Flybridge,Astondoa power boats,"Used boat,Diesel",2002,14.99,4.4,GRP,108,169000,Netherlands , Lemmer,Used boat,Diesel,High-priced
2198,Motor Yacht,Valk power boats,Used boat,1993,14.9,4.3,Steel,59,169000,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
2199,Motor Yacht,Delphia power boats,"Used boat,Diesel",2016,10.8,3.45,GRP,357,169000,Germany , Mosel ,Used boat,Diesel,High-priced
2202,Sport Boat,Bnteau power boats,"new boat from stock,Unleaded",2020,9.95,3.35,PVC,27,168500,France ," HENDAYE, HENDAYE",new boat from stock,Unleaded,High-priced
2204,Flybridge,Hatteras power boats,Used boat,1987,14.8,4.88,GRP,48,168000,Italy , Sardegna ,Used boat,Unleaded,High-priced
2205,Flybridge,Bnteau power boats,"Used boat,Diesel",2003,13.95,4.3,PVC,45,168000,Spain , Mallorca ,Used boat,Diesel,High-priced
2206,Flybridge,Astondoa power boats,"Used boat,Diesel",2002,11.99,4.2,GRP,78,168000,Spain , Mallorca ,Used boat,Diesel,High-priced
2208,Fishing Boat,Ocean Yachts power boats,"Used boat,Diesel",1991,15.94,4.96,GRP,81,170000,Italy , Sardegna ,Used boat,Diesel,High-priced
2209,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2009,13.7,4.03,GRP,107,170000,Croatia (Hrvatska) , INFO DD-YACHTING,Used boat,Diesel,High-priced
2210,Flybridge,Cabo power boats,"Used boat,Diesel",2001,10.57,3.96,GRP,22,170000,Italy , Toscana ,Used boat,Diesel,High-priced
2211,Flybridge,President power boats,Used boat,1989,14,4.8,GRP,22,170000,Croatia (Hrvatska) , onbekend,Used boat,Diesel,High-priced
2212,Motor Yacht,Fairline power boats,"Used boat,Diesel",2005,3.96,3.66,GRP,108,170000,Croatia (Hrvatska) , Split,Used boat,Diesel,High-priced
2216,Hardtop,Sealine power boats,"Used boat,Diesel",2011,11,3.7,PVC,106,170000,Spain , Espagne,Used boat,Diesel,High-priced
2217,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2006,11.99,4.16,GRP,53,170000,Portugal , Algarve,Used boat,Diesel,High-priced
2219,Offshore Boat,Performance power boats,"Used boat,Unleaded",1994,10.98,3,GRP,136,170000,Italy ," Lombardy, Soiano del Lago",Used boat,Unleaded,High-priced
2220,Motor Yacht,Azimut power boats,"Used boat,Diesel",2004,14.65,4.4,GRP,83,170000,Spain , Valencia,Used boat,Diesel,High-priced
2221,Cabin Boat,Arcoa power boats,"Used boat,Diesel",2006,13.64,3.95,GRP,104,170000,France , CÃ´te d'Azur ,Used boat,Diesel,High-priced
2222,Center console boat,Tuccoli power boats,"Used boat,Unleaded",2019,7.5,2.54,GRP,70,170000,Italy , Toscana ,Used boat,Unleaded,High-priced
2223,Motor Yacht,Super van Craft power boats,Used boat,1989,15,4.5,Steel,111,175000,Netherlands , Grou (NL),Used boat,Unleaded,High-priced
2224,Flybridge,Sea Ray power boats,"Used boat,Diesel",1999,13.84,4.32,GRP,71,175000,Portugal , Vilamoura,Used boat,Diesel,High-priced
2225,Hardtop,Airon Marine power boats,"Used boat,Diesel",2006,13.45,3.8,PVC,33,175000,France,Unknown,Used boat,Diesel,High-priced
2226,Runabout,Boesch power boats,"Used boat,Unleaded",2003,7.8,2.5,Wood,139,175000,Austria , WÃ¶rthersee ,Used boat,Unleaded,High-priced
2228,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2018,10.57,3.21,GRP,85,175000,Spain , Mallorca ,Used boat,Unleaded,High-priced
2229,Motor Yacht,Sessa power boats,"Used boat,Diesel",2008,12.92,3.9,GRP,63,175000,Greece , Paleo Faliro,Used boat,Diesel,High-priced
2231,Bowrider,Chris Craft power boats,"Used boat,Diesel",2013,10.4,3.06,PVC,93,175000,France,Unknown,Used boat,Diesel,High-priced
2232,Hardtop,Sessa power boats,"Used boat,Diesel",2010,11.7,3.75,GRP,88,175000,Italy , Mar Tirreno,Used boat,Diesel,High-priced
2233,Flybridge,Cranchi power boats,"Used boat,Diesel",2004,14.99,4.33,PVC,64,175000,France ," Propriano, France",Used boat,Diesel,High-priced
2234,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2010,12.64,3.95,PVC,167,175000,France,Unknown,Used boat,Diesel,High-priced
2235,Motor Yacht,Sessa power boats,Used boat,2010,11.7,3.75,GRP,63,175000,Italy,Unknown,Used boat,Diesel,High-priced
2237,Flybridge,Rodman power boats,"Used boat,Diesel",2006,11.9,4.2,GRP,106,175000,Spain , CÃ¡diz,Used boat,Diesel,High-priced
2241,Motor Yacht,Bavaria power boats,Used boat,2012,11.89,3.99,GRP,137,179000,Croatia (Hrvatska) , Croatia,Used boat,Diesel,High-priced
2242,Trawler,Menorquin power boats,Used boat,2002,15.95,5,GRP,70,179000,Netherlands , Lithoijen  (NL),Used boat,Diesel,High-priced
2243,Motor Yacht,Elling power boats,Used boat,1999,13.2,4.25,GRP,118,179000,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
2244,Motor Yacht,Meridian Yachts power boats,"Used boat,Diesel",2008,12,4,GRP,69,179000,Croatia (Hrvatska) , Dalmatia,Used boat,Diesel,High-priced
2247,Hardtop,Elan power boats,Used boat,2008,13,3.9,GRP,142,179000,Netherlands,Unknown,Used boat,Diesel,High-priced
2248,Motor Yacht,Atlantic Motor Yachts power boats,Used boat,1999,13.1,4.25,GRP,105,179000,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
2249,Motor Yacht,Four Winns power boats,"Used boat,Unleaded",2017,10.7,3.3,PVC,71,178900,France ," Marseille, France",Used boat,Unleaded,High-priced
2254,Flybridge,Bertram Yacht power boats,"Used boat,Diesel",1997,10.93,3.96,GRP,35,180000,Italy , Lazio ,Used boat,Diesel,High-priced
2255,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2018,9.5,2.74,PVC,79,180000,France ," SAINT RAPHAEL, SAINT RAPHAEL",Used boat,Unleaded,High-priced
2256,Fishing Boat,Tiara power boats,"Used boat,Diesel",2005,12.5,4,GRP,66,180000,Italy , Mare Adriatico,Used boat,Diesel,High-priced
2257,Hardtop,Sessa power boats,Used boat,2010,11.5,3.75,GRP,61,180000,Italy , Campania ,Used boat,Diesel,High-priced
2258,Motor Yacht,Prestige Yachts power boats,Used boat,2008,11.92,3.89,GRP,105,180000,Netherlands,Unknown,Used boat,Diesel,High-priced
2259,Pilothouse,Boston Whaler power boats,"Used boat,Unleaded",2014,9.8,3.1,PVC,120,180000,France ," MATIGNON, France",Used boat,Unleaded,High-priced
2260,Motor Yacht,Nimbus power boats,"new boat from stock,Unleaded",2020,9.35,2.95,GRP,67,180000,Germany , LÃ¼becker Bucht ,new boat from stock,Unleaded,High-priced
2261,Motor Yacht,Princess power boats,"Used boat,Diesel",2000,17.04,4.27,GRP,59,180000,Italy , Lazio ,Used boat,Diesel,High-priced
2262,Flybridge,Fairline power boats,"Used boat,Diesel",2001,14.59,4.32,GRP,124,180000,Portugal , Lisbon ,Used boat,Diesel,High-priced
2263,Trawler,Bnteau power boats,"Used boat,Diesel",2006,13.49,4.17,GRP,104,180000,Portugal , Lisbon ,Used boat,Diesel,High-priced
2267,Motor Yacht,Astondoa power boats,Used boat,1998,15.4,4.65,GRP,101,180000,Spain , Denia,Used boat,Diesel,High-priced
2268,Flybridge,Gianetti power boats,"Used boat,Diesel",1998,17.9,4.7,GRP,212,180000,Italy , Liguria ,Used boat,Diesel,High-priced
2269,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2011,13.83,4.41,GRP,51,187000,Unknown,Unknown,Used boat,Diesel,High-priced
2270,Motor Yacht,Aquador power boats,Used boat,2018,9.15,3.1,GRP,120,187000,Finland , BorgÃ¥,Used boat,Diesel,High-priced
2271,Trawler,Grand Banks power boats,"new boat from stock,Diesel",1989,12.74,4.13,GRP,74,180375,Denmark , Frankrig,new boat from stock,Diesel,High-priced
2272,Motor Yacht,Rodman power boats,"new boat from stock,Diesel",2006,11.9,4.2,GRP,43,180375,Denmark , Frankrig,new boat from stock,Diesel,High-priced
2274,Motor Yacht,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.52,3.2,GRP,59,185900,Germany , BÃ¶nningstedt,new boat from stock,Unleaded,High-priced
2275,Sport Boat,Bnteau power boats,"new boat from stock,Unleaded",2020,9.95,3,PVC,110,185462,Spain ," Palma, Espagne",new boat from stock,Unleaded,High-priced
2276,"Classic,Runabout",Comitti power boats,"Used boat,Unleaded",2015,10.5,2.99,GRP,286,185000,Switzerland , Lake Constance ,Used boat,Unleaded,High-priced
2279,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2004,16,4,GRP,86,185000,Croatia (Hrvatska) , Kvarner,Used boat,Diesel,High-priced
2283,Motor Yacht,Carnevali power boats,"Used boat,Diesel",2002,14.9,4.56,GRP,85,185000,Italy , Nord Adria,Used boat,Diesel,High-priced
2286,Flybridge,Sealine power boats,"Used boat,Diesel",2010,11.74,3.78,GRP,331,209100,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Diesel,High-priced
2287,Hardtop,Princess power boats,"Used boat,Diesel",2003,14,4,GRP,139,189500,Croatia (Hrvatska) , Dalmatia,Used boat,Diesel,High-priced
2289,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2019,9.42,3.18,PVC,39,172500,United Kingdom ," Ipswich, Ipswich",new boat from stock,Diesel,High-priced
2290,Motor Yacht,Ecoline power boats,"Used boat,Diesel",1997,15,4.4,Steel,79,189000,Netherlands , Groningen ,Used boat,Diesel,High-priced
2291,Motor Yacht,Neptunus power boats,Used boat,2009,11.7,3.89,GRP,116,189000,Netherlands,Unknown,Used boat,Diesel,High-priced
2293,Trawler,Treffer power boats,Used boat,2006,13.3,4.3,Steel,70,189000,Netherlands , Op afspraak/on appointment/auf Termin.,Used boat,Diesel,High-priced
2295,Motor Yacht,Princess power boats,"Used boat,Diesel",2004,15.49,4.22,GRP,156,189000,Croatia (Hrvatska) , NOVIGRAD - INFO BOOTE RIEDL,Used boat,Diesel,High-priced
2296,Flybridge,Princess power boats,"Used boat,Diesel",2004,13.92,4.27,GRP,74,189000,Croatia (Hrvatska),Unknown,Used boat,Diesel,High-priced
2297,Flybridge,Fairline power boats,"Used boat,Diesel",2005,12.1,3.69,GRP,68,189000,Unknown,Unknown,Used boat,Diesel,High-priced
2299,Motor Yacht,Valkkruiser power boats,"Used boat,Diesel",2005,13.6,4.25,Steel,81,189000,Netherlands , Op aanvraag - Auf Anfrage - On Request,Used boat,Diesel,High-priced
2300,Flybridge,Ferretti power boats,Used boat,2005,14.4,4.33,GRP,129,195000,Spain , Barcellona,Used boat,Diesel,High-priced
2301,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2015,11.51,3.62,PVC,74,195000,France ," BORMES LES MIMOSAS, France",Used boat,Diesel,High-priced
2302,Motor Yacht,Succes power boats,Used boat,2011,12,4.33,Steel,93,195000,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
2304,Motor Yacht,van der Heijden power boats,"Used boat,Diesel",2010,13.5,4.25,Steel,302,195000,Germany , Rhein ,Used boat,Diesel,High-priced
2306,Motor Yacht,Piculjan Marine power boats,"Used boat,Diesel",2007,12,3,GRP,102,194900,Croatia (Hrvatska) , Kvarner,Used boat,Diesel,High-priced
2307,Hardtop,Piculjan Marine power boats,"Used boat,Diesel",2007,12.37,3.72,GRP,41,194900,Slovenia , Kvarner - Croatia,Used boat,Diesel,High-priced
2308,Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,8.31,2.59,GRP,100,194300,Germany , Rheinland-Pfalz ,new boat on order,Unleaded,High-priced
2309,Runabout,Ganz Boats power boats,"Display Model,Unleaded",2019,7.6,2.5,GRP,122,214200,Switzerland , Lake of Zurich ,new boat from stock,Display Model,High-priced
2311,Trawler,Bnteau power boats,"Used boat,Diesel",2015,10.98,4,PVC,59,194000,France ," 29200 BREST, 29200 BREST",Used boat,Diesel,High-priced
2312,Motor Yacht,Windy power boats,"Used boat,Diesel",2008,10.85,3.1,GRP,125,194000,Germany , Baden-WÃ¼rttemberg ,Used boat,Diesel,High-priced
2313,Hardtop,Bnteau power boats,"new boat from stock,Unleaded",2020,9.95,3.35,PVC,67,193920,France ," ARZON, France",new boat from stock,Unleaded,High-priced
2314,Motor Yacht,Linssen power boats,"Used boat,Diesel",2013,9.75,3.26,Steel,216,213180,Switzerland , Lago Maggiore ,Used boat,Diesel,High-priced
2317,Motor Yacht,van der Heijden power boats,Used boat,2000,14.95,4.5,Steel,51,197500,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
2318,Motor Yacht,AluVenture power boats,Used boat,2018,11,2.9,Aluminium,69,197431,Estonia ," Tallinn, (EST)",Used boat,Diesel,High-priced
2319,Hardtop,Bavaria power boats,"Used boat,Diesel",2016,10.94,3.31,GRP,166,190905,Germany , Berlin ,Used boat,Diesel,High-priced
2321,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2016,10.94,3.31,GRP,101,197000,Germany , Allert marin - Ausstellung,Used boat,Diesel,High-priced
2322,Sport Boat,Marine Yachting power boats,"Used boat,Diesel",2010,13.8,4,GRP,47,197000,Italy , Mar Tirreno,Used boat,Diesel,High-priced
2323,Motor Yacht,Princess power boats,"Used boat,Diesel",2004,13,4,GRP,168,197000,Croatia (Hrvatska) , Kvarner,Used boat,Diesel,High-priced
2324,Flybridge,Posillipo power boats,"Used boat,Diesel",1991,18,4.74,GRP,103,196000,Germany , Tarragona,Used boat,Diesel,High-priced
2326,Motor Yacht,Delphia power boats,"new boat from stock,Diesel",2020,10.8,3.45,GRP,79,195755,Poland , ab Werk,new boat from stock,Diesel,High-priced
2328,Runabout,Chris Craft power boats,"new boat from stock,Unleaded",2018,8.13,2.59,GRP,167,214200,Switzerland , Lago Maggiore ,new boat from stock,Unleaded,High-priced
2329,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2009,13.36,4.16,GRP,60,199000,Croatia (Hrvatska) , Dalmatien,Used boat,Diesel,High-priced
2330,Motor Yacht,Performance power boats,"Used boat,Diesel",2004,13.9,3.7,GRP,67,199000,Italy,Unknown,Used boat,Diesel,High-priced
2331,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2011,13.22,4.41,GRP,101,199000,Spain , Mallorca ,Used boat,Diesel,High-priced
2332,Hardtop,Jeanneau power boats,"Used boat,Unleaded",2019,10,3,PVC,27,199000,Croatia (Hrvatska) ," Zadar, Croatie",Used boat,Unleaded,High-priced
2333,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2011,11.8,3.99,GRP,98,199000,Germany , Ausstellung Allert marin Werder (Havel),Used boat,Unleaded,High-priced
2334,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2015,13.29,3.99,GRP,117,199000,Germany , OSNABRÃCK,Used boat,Unleaded,High-priced
2335,Flybridge,Bnteau power boats,"Used boat,Diesel",2011,13.5,4.09,PVC,60,199000,France ," PORT LEUCATE, PORT LEUCATE",Used boat,Diesel,High-priced
2337,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2019,10.44,3.32,GRP,37,199000,Croatia (Hrvatska) , INFO DD-YACHTING,Used boat,Unleaded,High-priced
2338,Hardtop,Jeanneau power boats,"Used boat,Diesel",2016,11.62,3.62,PVC,98,199000,France ," OlÃ©ron, France",Used boat,Diesel,High-priced
2339,Flybridge,Bnteau power boats,"Used boat,Diesel",2011,13.5,4.09,PVC,59,199000,France ," SAINT LAURENT DU VAR, SAINT LAURENT DU VAR",Used boat,Diesel,High-priced
2340,Hardtop,Menorquin power boats,"Used boat,Diesel",2007,12,3,GRP,46,199000,Croatia (Hrvatska) , Dalmatia,Used boat,Diesel,High-priced
2342,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2008,13.96,4.2,GRP,86,199000,Malta , Paceville,Used boat,Diesel,High-priced
2343,Flybridge,Conam power boats,"Used boat,Diesel",1996,17.15,4.3,GRP,229,199000,Belgium , Op aanvraag - Auf Anfrage - On request,Used boat,Diesel,High-priced
2344,Hardtop,Jeanneau power boats,"Used boat,Diesel",2017,10.6,3.7,PVC,46,199000,France ," 29200 BREST, France",Used boat,Diesel,High-priced
2345,Motor Yacht,Baia power boats,Used boat,2001,14.7,4.2,GRP,169,200000,Croatia (Hrvatska) , Dalmatia (HR),Used boat,Diesel,High-priced
2346,Flybridge,Aqualum power boats,Used boat,2007,13.4,4.25,GRP,126,200000,Italy,Unknown,Used boat,Diesel,High-priced
2348,Cabin Boat,Sunseeker power boats,"Used boat,Diesel",2004,14.76,4.2,Plastic,1230,199999,Croatia (Hrvatska) , Split ,Used boat,Diesel,High-priced
2349,Flybridge,Pfeil power boats,"Used boat,Diesel",1991,16.2,4.9,GRP,49,199990,Croatia (Hrvatska) , INFO BOOTE RIEDL,Used boat,Diesel,High-priced
2350,Flybridge,Jeanneau power boats,"Used boat,Diesel",2009,13.36,4.16,GRP,180,199900,Croatia (Hrvatska) , INFO BOOTE RIEDL DUBROVNIK,Used boat,Diesel,High-priced
2351,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2010,13.4,4.2,PVC,66,199900,France ," CAP D'AGDE, CAP D'AGDE",Used boat,Diesel,High-priced
2352,Motor Yacht,Atlantic Motor Yachts power boats,"Used boat,Diesel",1999,13.1,4.27,GRP,54,199900,Germany , D West,Used boat,Diesel,High-priced
2353,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",2018,9.99,3.49,GRP,116,199900,Netherlands , Lelystad,new boat from stock,Diesel,High-priced
2354,Sport Boat,Bnteau power boats,"new boat from stock,Unleaded",2019,9.63,3.32,PVC,68,199900,France ," Ajaccio, France",new boat from stock,Unleaded,High-priced
2355,Trawler,Topaz power boats,Used boat,1995,14.85,4.8,Steel,36,199900,Netherlands , Sneek,Used boat,Unleaded,High-priced
2356,Motor Yacht,Chris Craft power boats,"Used boat,Unleaded",2016,10.36,3.05,GRP,160,199900,Spain , Baleares ,Used boat,Unleaded,High-priced
2357,Hardtop,Flipper power boats,"new boat on order,Unleaded",2020,9.02,3.15,GRP,153,199900,Spain , Baleares ,new boat on order,Unleaded,High-priced
2358,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2020,9.23,2.98,GRP,71,199900,Germany ,2,Used boat,Unleaded,High-priced
2359,Trawler,Linssen power boats,"Used boat,Diesel",2000,13.2,4.55,Steel,98,209000,Germany , LÃ¼becker Bucht,Used boat,Diesel,High-priced
2360,Motor Yacht,Valk power boats,Used boat,1999,14.9,4.45,Steel,134,209000,Netherlands , onbekend,Used boat,Diesel,High-priced
2361,Motor Yacht,Galeon power boats,"Used boat,Diesel",2017,10.9,3.35,GRP,87,209000,Croatia (Hrvatska),Unknown,Used boat,Diesel,High-priced
2362,Hardtop,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.5,3.35,PVC,114,209000,France ," BORMES LES MIMOSAS, France",new boat from stock,Unleaded,High-priced
2366,Hardtop,Jeanneau power boats,"Used boat,Diesel",2008,11.98,4.16,GRP,45,208000,Italy , Liguria ,Used boat,Diesel,High-priced
2367,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2000,17.07,4.6,GRP,115,189000,France , Napoule,Used boat,Diesel,High-priced
2369,Motor Yacht,Ferretti power boats,"Used boat,Diesel",1994,18.99,5.11,GRP,93,205000,Portugal , Lisbon,Used boat,Diesel,High-priced
2370,Flybridge,Sealine power boats,"Used boat,Diesel",2009,12.9,4.21,GRP,135,205000,Italy , Liguria ,Used boat,Diesel,High-priced
2371,Trawler,Valk power boats,Used boat,2010,15.2,4.55,Steel,110,205000,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
2372,Motor Yacht,Terra Nauta power boats,"Used boat,Diesel",2009,11.99,3.99,GRP,85,205000,Croatia (Hrvatska),Unknown,Used boat,Diesel,High-priced
2373,Flybridge,Sea Ray power boats,"Used boat,Diesel",2006,14.08,4.27,PVC,69,205000,Spain , ZUMAIA,Used boat,Diesel,High-priced
